Word,Synonyms
sounding,"sounding, sound, go, voice, vocalize, vocalise, fathom, looking"
rats,"rat, scab, strikebreaker, blackleg, rotter, dirty dog, skunk, stinker, stinkpot, bum, puke, crumb, lowlife, scum bag, so-and-so, git, informer, betrayer, squealer, blabber, fink, denounce, tell on, betray, give away, grass, shit, shop, snitch, stag"
squealing,"squeal, oink, confess, fink, screaky, screechy, squeaking, squeaky, squealing"
mice,"mouse, shiner, black eye, computer mouse"
building,"building, edifice, construction, construct, build, make, build up, work up, progress, establish, ramp up"
pressure,"pressure, pressure level, force per unit area, press, pressing, imperativeness, insistence, insistency, pressure sensation, atmospheric pressure, air pressure, coerce, hale, squeeze, force, blackmail, blackjack"
chest,"thorax, chest, pectus, breast, chest of drawers, bureau, dresser"
contents,"contents, table of contents, content, message, subject matter, substance, capacity, cognitive content, mental object, contentedness, subject, depicted object"
entire,"stallion, entire, full, total, integral, intact"
quarter,"one-fourth, fourth, one-quarter, quarter, fourth part, twenty-five percent, quartern, stern, after part, poop, tail, billet, canton, draw, draw and quarter"
tricks,"trick, fast one, antic, joke, prank, caper, put-on, magic trick, conjuring trick, magic, legerdemain, conjuration, thaumaturgy, illusion, deception, whoremaster, whoremonger, john, flim-flam, play a joke on, play tricks, fob, fox, pull a fast one on, play a trick on"
forever,"everlastingly, eternally, forever, evermore, forever and a day, constantly, always, perpetually, incessantly"
slammed,"slam, bang, slam dance, mosh, thrash, flap down"
crimes,"crime, offense, criminal offense, criminal offence, offence, law-breaking"
committed,"perpetrate, commit, pull, give, dedicate, consecrate, devote, institutionalize, institutionalise, send, charge, entrust, intrust, trust, confide, invest, put, place, practice, committed, attached"
introduced,"introduce, present, acquaint, innovate, insert, enclose, inclose, stick in, put in, bring in, infix, enter, bring out, precede, preface, premise, inaugurate, usher in"
hey,unavailable
hey,
asleep,"asleep, benumbed, numb, at peace, at rest, deceased, departed, gone"
important,"important, of import, significant, crucial, authoritative"
darkness,"dark, darkness, shadow, iniquity, wickedness, duskiness, swarthiness"
scramble,"scramble, scuffle, scamper, scurry, clamber, shin, shinny, skin, struggle, sputter, jumble, throw together, beat"
bounced,"bounce, resile, take a hop, spring, bound, rebound, recoil, reverberate, ricochet, jounce"
jail,"jail, jailhouse, gaol, clink, slammer, poky, pokey, imprison, incarcerate, lag, immure, put behind bars, jug, put away, remand"
thousand,"thousand, one thousand, 1000, M, K, chiliad, G, grand, thou, yard, m, k"
handle,"handle, grip, handgrip, hold, manage, deal, care, treat, do by, cover, plow, address, palm, wield"
stirred,"stir, shift, budge, agitate, stimulate, excite, shake, shake up, touch, raise, conjure, conjure up, invoke, evoke, call down, arouse, bring up, put forward, call forth, moved, affected, stirred, touched, stimulated, stirred up, aroused"
pot,"pot, toilet, can, commode, crapper, potty, stool, throne, potful, flowerpot, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, jackpot, kitty, potbelly, bay window, corporation, tummy, potentiometer, grass, green goddess, dope, weed, gage, sess, sens, smoke, skunk, locoweed, Mary Jane"
drying,"dry, dry out"
furiously,furiously
stirring,"stirring, inspiration, stir, shift, budge, agitate, stimulate, excite, shake, shake up, touch, raise, conjure, conjure up, invoke, evoke, call down, arouse, bring up, put forward, call forth, rousing, soul-stirring"
stir,"stir, splash, bustle, hustle, flurry, ado, fuss, shift, budge, agitate, stimulate, excite, shake, shake up, touch, raise, conjure, conjure up, invoke, evoke, call down, arouse, bring up, put forward, call forth"
drafted,"draft, outline, enlist, muster in, blueprint, draught"
lazing,"idle, laze, slug, stagnate"
washing,"wash, washing, lavation, laundry, washables, rinse, lave, launder, wash out, wash off, wash away, moisten, dampen, lap"
hunting,"hunt, hunting, search, run, hunt down, track down, hound, trace"
skinny,"skinny, scraggy, boney, scrawny, underweight, weedy, tight-fitting, tightfitting, tight fitting, tightly fitting, cheeseparing, close, near, penny-pinching"
chipmunk,chipmunk
maid,"maid, maidservant, housemaid, amah, maiden"
pursed,"purse, wrinkle"
poking,"jab, jabbing, poke, poking, thrust, thrusting, prod, stab, dig, intrude, horn in, pry, nose, thump, pound"
disobeying,disobey
beak,"beak, bill, neb, nib, pecker, honker, hooter, nozzle, snoot, snout, schnozzle, schnoz, peck, pick"
brown,"brown, brownness, Brown, Robert Brown, John Brown, Brown University, embrown, brownish, chocolate-brown, dark-brown, browned"
wrinkled,"purse, wrinkle, ruckle, crease, crinkle, scrunch, scrunch up, crisp, furrow, rumple, crumple, wrinkled, wrinkly, unironed"
jobs,"occupation, business, job, line of work, line, task, chore, problem, Job, Book of Job, caper, subcontract, farm out, speculate"
buckets,"bucket, pail, bucketful"
spilled,"spill, slop, splatter, run out, shed, disgorge, pour forth, talk"
eyebrows,"eyebrow, brow, supercilium"
arched,"arch, curve, arc, arched, arced, arching, arciform, arcuate, bowed"
starched,starch
wondering,"wonder, inquire, enquire, question, marvel, inquisitive, speculative, questioning, wondering"
laundry,"laundry, wash, washing, washables"
butter,butter
cows,"cattle, cows, kine, oxen, Bos taurus, cow, moo-cow, overawe"
pie,"pie, Proto-Indo European, PIE"
taught,"teach, learn, instruct"
pumpkin,"pumpkin, pumpkin vine, autumn pumpkin, Cucurbita pepo"
thankful,"grateful, thankful"
test,"trial, trial run, test, tryout, mental test, mental testing, psychometric test, examination, exam, run, prove, try, try out, examine, essay, screen, quiz"
failed,"fail, neglect, go wrong, miscarry, betray, go bad, give way, die, give out, conk out, go, break, break down, flunk, bomb, flush it, run out"
cleared,"unclutter, clear, clear up, light up, brighten, authorize, authorise, pass, top, shed light on, crystallize, crystallise, crystalize, crystalise, straighten out, sort out, enlighten, illuminate, elucidate, net, sack, sack up, gain, take in, make, earn, realize, realise, pull in, bring in, acquit, assoil, discharge, exonerate, exculpate, solve, cleared, absolved, exculpated, exonerated, vindicated"
moment,"moment, minute, second, instant, mo, bit, here and now, present moment, consequence, import"
thrilled,"thrill, tickle, vibrate, shudder, shiver, throb, exhilarate, tickle pink, inebriate, exalt, beatify, thrilled"
potatoes,"potato, white potato, Irish potato, murphy, spud, tater, white potato vine, Solanum tuberosum"
mashed,"squash, crush, squelch, mash, squeeze, chat up, flirt, dally, butterfly, coquet, coquette, romance, philander, grind, crunch, bray, comminute"
drumstick,drumstick
green,"green, greenness, viridity, park, commons, common, Green, William Green, Green River, putting green, putting surface, greens, leafy vegetable, K, jet, super acid, special K, honey oil, cat valium, super C, greenish, light-green, dark-green, unripe, unripened, immature, fleeceable, gullible"
beans,"bean, edible bean, bean plant, attic, bonce, noodle, noggin, dome"
whining,"whine, snivel, squeak, screech, creak, screak, skreak, grizzle, yammer, yawp"
throat,"throat, pharynx"
subject,"subject, topic, theme, content, depicted object, discipline, subject area, subject field, field, field of study, study, bailiwick, issue, matter, case, guinea pig, national, subjugate, submit, capable, open, dependent"
woke,"wake, wake up, awake, arouse, awaken, come alive, waken, inflame, stir up, ignite, heat, fire up, rouse"
dawn,"dawn, dawning, morning, aurora, first light, daybreak, break of day, break of the day, dayspring, sunrise, sunup, cockcrow, click, get through, come home, get across, sink in, penetrate, fall into place"
holiday,"vacation, holiday"
argue,"argue, reason, contend, debate, fence, indicate"
driving,"drive, driving, motor, force, ram, repel, repulse, force back, push back, beat back, tug, labor, labour, push, get, aim, ride, take, impulsive"
grateful,"grateful, thankful"
doctor,"doctor, doc, physician, MD, Dr., medico, Doctor of the Church, Doctor, sophisticate, doctor up, repair, mend, fix, bushel, furbish up, restore, touch on"
apple,"apple, orchard apple tree, Malus pumila"
share,"share, portion, part, percentage, parcel, contribution, plowshare, ploughshare, partake, partake in, divvy up, portion out, apportion, deal"
thoughtful,"thoughtful, serious-minded, heedful, attentive, paying attention"
sounds,"sound, auditory sensation, audio, phone, speech sound, strait, go, voice, vocalize, vocalise, fathom"
pat,"pat, rap, tap, dab, chuck, glib, slick"
imitate,"imitate, copy, simulate"
wide,"wide, broad, across-the-board, all-embracing, all-encompassing, all-inclusive, blanket, encompassing, extensive, panoptic, wide-eyed, spacious, wide-cut, full, wide of the mark, astray, widely"
extra,"supernumerary, spear carrier, extra, duplicate, excess, redundant, spare, supererogatory, superfluous, surplus, special, additional"
open,"open, clear, outdoors, out-of-doors, open air, surface, open up, unfold, spread, spread out, afford, give, unfastened, exposed, opened, assailable, undefendable, undefended, loose, undecided, undetermined, unresolved, receptive, overt, capable, subject, candid, heart-to-heart"
knocking,"knock, knocking, strike hard, bump, tap, rap, pink, ping, criticize, criticise, pick apart"
interrupted,"interrupt, disrupt, break up, cut off, disturb, break, interrupted, fitful, off-and-on"
gushed,"spurt, spirt, gush, spout, rave, jet"
wailing,"wailing, bawling, howl, ululate, wail, roar, yawl, yaup, whimper, mewl, pule, lamenting, wailful"
towel,towel
casually,"casually, nonchalantly"
protect,protect
pretending,"pretense, pretence, pretending, simulation, feigning, feign, sham, pretend, affect, dissemble, act, guess, venture, hazard, make, make believe, profess"
win,"win, winnings, profits, acquire, gain, advance, pull ahead, make headway, get ahead, gain ground, succeed, come through, bring home the bacon, deliver the goods"
suppertime,"dinnertime, suppertime"
general,"general, full general, superior general, cosmopolitan, ecumenical, oecumenical, universal, worldwide, world-wide"
eating,"eating, feeding, eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
wasteful,"uneconomical, wasteful"
bet,"stake, stakes, bet, wager, play, count, depend, look, calculate, reckon"
drowning,"submerge, drown, overwhelm, swim"
bullies,"bully, tough, hooligan, ruffian, roughneck, rowdy, yob, yobo, yobbo, strong-arm, browbeat, bullyrag, ballyrag, boss around, hector, push around, swagger"
rid,"rid, free, disembarrass"
given,"given, presumption, precondition, give, yield, afford, pay, hold, throw, have, make, gift, present, devote, render, return, generate, impart, leave, pass on, establish, sacrifice, pass, hand, reach, turn over, dedicate, consecrate, commit, apply, grant, move over, give way, ease up, feed, contribute, chip in, kick in, collapse, fall in, cave in, break, founder, open, granted, apt, disposed, minded, tending"
reminded,"remind, prompt, cue"
remember,"remember, retrieve, recall, call back, call up, recollect, think, think of, think back, commend, commemorate"
hotel,hotel
enter,"enter, come in, get into, get in, go into, go in, move into, participate, enroll, inscribe, enrol, recruit, figure, record, put down, accede, insert, infix, introduce, embark"
goods,"good, goodness, commodity, trade good"
free,"free, free people, liberate, release, unloose, unloosen, loose, rid, disembarrass, dislodge, exempt, relieve, discharge, disengage, absolve, justify, relinquish, resign, give up, unblock, unfreeze, complimentary, costless, gratis, gratuitous, detached, spare, barren, destitute, devoid, innocent, liberal"
matters,"matter, affair, thing, topic, subject, issue, count, weigh"
calling,"career, calling, vocation, name, call, telephone, call up, phone, ring, shout, shout out, cry, yell, scream, holler, hollo, squall, send for, visit, call in, address, bid, call off, predict, foretell, prognosticate, forebode, anticipate, promise"
tradition,"tradition, custom"
wandered,"roll, wander, swan, stray, tramp, roam, cast, ramble, rove, range, drift, vagabond, cheat on, cheat, cuckold, betray, weave, wind, thread, meander, digress, divagate"
orders,"order, order of magnitude, ordering, ordination, orderliness, decree, edict, fiat, rescript, purchase order, club, social club, society, guild, gild, lodge, rules of order, parliamentary law, parliamentary procedure, Holy Order, Order, monastic order, tell, enjoin, say, prescribe, dictate, regulate, regularize, regularise, govern, ordain, consecrate, ordinate, arrange, set up, put, rate, rank, range, grade, place"
street,street
cream,"cream, pick, ointment, emollient, bat, clobber, drub, thrash, lick, skim, skim off, cream off"
fist,"fist, clenched fist"
pounded,"thump, pound, poke, ram, ram down, lumber, beat, pound off, pound up, impound"
breakfast,breakfast
eggs,"egg, eggs, testis, testicle, orchis, ball, ballock, bollock, nut"
touched,"touch, stir, refer, pertain, relate, concern, come to, bear on, touch on, have-to doe with, adjoin, meet, contact, affect, impact, bear upon, reach, extend to, equal, rival, match, disturb, allude, advert, partake, tint, tinct, tinge, touched, moved, affected, stirred, fey"
history,"history, account, chronicle, story"
gladly,"gladly, lief, fain"
piggy,"piglet, piggy, shoat, shote, hoggish, piggish, porcine, swinish"
rides,"drive, ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount, rid, free, disembarrass"
sneak,"sneak, prowler, stalker, fink, snitch, snitcher, stoolpigeon, stool pigeon, stoolie, sneaker, canary, mouse, creep, pussyfoot, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, filch, nobble, lift, slip, furtive, sneaky, stealthy, surreptitious"
locked,"lock, engage, mesh, operate, interlock, interlace, lock in, lock away, put away, shut up, shut away, lock up"
action,"action, activity, activeness, military action, natural process, natural action, action mechanism, legal action, action at law, sue, litigate, process, carry through, accomplish, execute, carry out, fulfill, fulfil"
lots,"tons, dozens, heaps, lots, piles, scores, stacks, loads, rafts, slews, wads, oodles, gobs, scads, lashings, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, set, circle, band, fortune, destiny, fate, luck, circumstances, portion, draw, bunch, caboodle, Lot, distribute, administer, mete out, parcel out, dispense, shell out, deal out, dish out, allot, dole out, a lot, a good deal, a great deal, much, very much"
lunch,"lunch, luncheon, tiffin, dejeuner"
drug,"drug, dose, do drugs"
hamburger,"hamburger, beefburger, burger, ground beef"
float,"float, ice-cream soda, ice-cream float, plasterer's float, air bladder, swim bladder, drift, be adrift, blow, swim"
wealthy,"affluent, flush, loaded, moneyed, wealthy"
switched,"switch over, switch, exchange, trade, swap, swop, shift, change, change over, throw, flip, interchange, tack, alternate, flip-flop"
drivers,"driver, device driver, number one wood"
ducked,"duck, dip, douse, hedge, fudge, evade, put off, circumvent, parry, elude, skirt, dodge, sidestep"
newspaper,"newspaper, paper, newspaper publisher, newsprint"
smelled,"smell, smack, reek, smell out, sense"
wreaths,"wreath, garland, coronal, chaplet, lei"
pine,"pine, pine tree, true pine, ache, yearn, yen, languish"
candles,"candle, taper, wax light, candela, cd, standard candle"
baseballs,"baseball, baseball game"
letter,"letter, missive, letter of the alphabet, alphabetic character, varsity letter"
wrote,"write, compose, pen, indite, publish, drop a line, save, spell"
lumpy,"chunky, lumpy"
wrapped,"wrap, wrap up, wind, roll, twine, envelop, enfold, enwrap, enclose, cloaked, clothed, draped, mantled, wrapped, captive, absorbed, engrossed, enwrapped, intent"
package,"package, bundle, packet, parcel, software, software program, computer software, software system, software package, box"
lap,"lap, lap covering, overlap, circle, circuit, lick, swish, swosh, swoosh, lap up, lave, wash"
pews,"pew, church bench"
snuck,"sneak, mouse, creep, pussyfoot, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, filch, nobble, lift, slip"
fan,"fan, sports fan, rooter, buff, devotee, lover, winnow"
signed,"sign, subscribe, ratify, contract, sign on, sign up, signal, signalize, signalise, bless, signed, gestural, sign-language"
carry,"carry, transport, pack, take, impart, conduct, transmit, convey, channel, express, hold, bear, contain, extend, behave, acquit, deport, comport, stock, stockpile, run, dribble, persuade, sway, post, have a bun in the oven, gestate, expect"
tease,"tease, teaser, annoyer, vexer, coquette, flirt, vamp, vamper, minx, prickteaser, teasing, ribbing, tantalization, badger, pester, bug, beleaguer, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, ride, tease apart, loosen, card, fluff"
shiver,"tremble, shiver, shake, frisson, chill, quiver, shudder, thrill, tingle, throb"
causing,"causing, causation, cause, do, make, induce, stimulate, have, get"
leaked,"leak, leak out"
patches,"spot, speckle, dapple, patch, fleck, maculation, plot, plot of land, plot of ground, while, piece, spell, temporary hookup, mend, darn, eyepatch, bandage, patch up"
sweaters,"sweater, jumper, perspirer"
practicing,"practice, practise, exercise, do, drill, rehearse, apply, use, commit"
service,"service, religious service, divine service, military service, armed service, Service, Robert William Service, avail, help, table service, servicing, serve, serving, service of process, overhaul, inspection and repair"
elbows,"elbow, elbow joint, human elbow, cubitus, cubital joint, articulatio cubiti"
grief,"grief, heartache, heartbreak, brokenheartedness, sorrow"
present,"present, nowadays, present tense, show, demo, exhibit, demonstrate, represent, lay out, stage, submit, pose, award, give, gift, deliver, introduce, acquaint, portray, confront, face, salute"
balls,"ball, musket ball, globe, orb, testis, testicle, orchis, ballock, bollock, nut, egg, Ball, Lucille Ball, clod, glob, lump, clump, chunk, formal"
winding,"wind, winding, twist, weave, thread, meander, wander, curve, wrap, roll, twine, scent, nose, wind up, wreathe, hoist, lift, tortuous, twisting, twisty, voluminous, meandering, rambling, wandering"
preacher,"preacher, preacher man, sermonizer, sermoniser"
amazed,"amaze, astonish, astound, perplex, vex, stick, get, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, dumbfound, amazed, astonied, astonished, astounded, stunned"
shepherds,"shepherd, sheepherder, sheepman"
beautiful,beautiful
yellow,"yellow, yellowness, yellowish, xanthous, chicken, chickenhearted, lily-livered, white-livered, yellow-bellied, yellowed, scandalmongering, sensationalistic, jaundiced, icteric"
sparkles,"sparkle, twinkle, spark, light, glitter, coruscation, glister, glisten, scintillation, scintillate, coruscate, foam, froth, fizz, effervesce, form bubbles"
sky,"sky, flip, toss, pitch"
greatest,"greatest, sterling, superlative, great, outstanding, bang-up, bully, corking, cracking, dandy, groovy, keen, neat, nifty, not bad, peachy, slap-up, swell, smashing, capital, majuscule, big, enceinte, expectant, gravid, large, heavy, with child"
section,"section, subdivision, segment, part, division, plane section, discussion section, department, incision, surgical incision"
juicy,"juicy, luscious, red-hot, toothsome, voluptuous, fat, blue, gamy, gamey, naughty, racy, risque, spicy"
savored,"enjoy, bask, relish, savor, savour, taste"
special,"special, particular, peculiar, especial, exceptional, limited, extra"
oranges,"orange, orangeness, orange tree, Orange, Orange River"
porcelain,porcelain
bells,"bell, doorbell, buzzer, toll, ship's bell, bell shape, campana, Bell, Melville Bell, Alexander Melville Bell, Vanessa Bell, Vanessa Stephen, Alexander Bell, Alexander Graham Bell, chime, gong"
wedding,"wedding, wedding ceremony, nuptials, hymeneals, marriage, marriage ceremony, wedding party, marry, get married, wed, conjoin, hook up with, get hitched with, espouse, tie, splice"
rubber,"rubber, natural rubber, India rubber, gum elastic, caoutchouc, synthetic rubber, rubber eraser, pencil eraser, condom, safety, safe, prophylactic, arctic, galosh, golosh, gumshoe, rubberize, rubberise, no-good"
perfume,"aroma, fragrance, perfume, scent, essence, aromatize, aromatise"
girly,unavailable
girly,
handkerchief,"handkerchief, hankie, hanky, hankey"
lined,"line, run along, trace, draw, describe, delineate, lined, seamed"
lion,"lion, king of beasts, Panthera leo, social lion, Leo, Lion, Leo the Lion"
tamer,"tamer, tame, tamed, meek"
ringmaster,ringmaster
tapped,"tap, tip, exploit, wiretap, intercept, bug, rap, knock, pink, tapdance, solicit, beg, tapped"
pearls,"pearl, bone, ivory, off-white, drop, bead"
coaxed,"wheedle, cajole, palaver, blarney, coax, sweet-talk, inveigle"
century,"century, hundred, 100, C, one C"
slitty,unavailable
slitty,
decide,"decide, make up one's mind, determine, settle, resolve, adjudicate"
essay,"essay, try, seek, attempt, assay, test, prove, try out, examine"
seek,"seek, search, look for, try, attempt, essay, assay"
fortune,"luck, fortune, chance, hazard, destiny, fate, lot, circumstances, portion"
afternoons,"afternoon, good afternoon"
studying,"perusal, perusing, poring over, studying, analyze, analyse, study, examine, canvass, canvas, consider, learn, read, take, hit the books, meditate, contemplate"
fat,"fat, adipose tissue, fatty tissue, fatness, blubber, avoirdupois, fatten, flesh out, fill out, plump, plump out, fatten out, fatten up, fatty, juicy, fertile, productive, rich"
script,"script, book, playscript, handwriting, hand"
helps,"aid, assist, assistance, help, assistant, helper, supporter, avail, service, facilitate, help oneself, serve"
country,"state, nation, country, land, commonwealth, res publica, body politic, rural area, area"
trudged,"slog, footslog, plod, trudge, pad, tramp"
holidays,"vacation, holiday"
written,"write, compose, pen, indite, publish, drop a line, save, spell, written, scripted"
names,"name calling, names, name, gens, figure, public figure, epithet, call, identify, nominate, make, appoint, constitute, mention, advert, bring up, cite, refer, discover, key, key out, distinguish, describe, list, diagnose"
roles,"function, office, part, role, character, theatrical role, persona, purpose, use"
assign,"delegate, designate, depute, assign, allot, portion, impute, ascribe, attribute, specify, set apart, put, arrogate"
parts,"parts, part, portion, component part, component, constituent, piece, region, function, office, role, character, theatrical role, persona, share, percentage, section, division, parting, voice, contribution, separate, split, split up, break, break up, depart, start, start out, set forth, set off, set out, take off, divide, disunite"
care,"care, attention, aid, tending, caution, precaution, forethought, concern, fear, charge, tutelage, guardianship, maintenance, upkeep, give care, wish, like, manage, deal, handle, worry"
younger,"younger, jr., young, immature, new, youthful, vernal, unseasoned, untested, untried"
broad,"broad, wide, across-the-board, all-embracing, all-encompassing, all-inclusive, blanket, encompassing, extensive, panoptic, unspecific, unsubtle, full, spacious, large-minded, liberal, tolerant"
class,"class, category, family, form, grade, course, stratum, social class, socio-economic class, course of study, course of instruction, division, year, classify, sort, assort, sort out, separate"
comes,"semen, seed, seminal fluid, ejaculate, cum, come, come up, arrive, get, follow, issue forth, hail, fall, total, number, add up, amount, come in, occur, derive, descend, do, fare, make out, get along"
circus,"circus, carnival, Circus, genus Circus"
famous,"celebrated, famed, far-famed, famous, illustrious, notable, noted, renowned"
fantastical,"fantastic, fantastical, antic, grotesque"
thanks,"thanks, thank, give thanks"
lions,"lion, king of beasts, Panthera leo, social lion, Leo, Lion, Leo the Lion"
tigers,"Liberation Tigers of Tamil Eelam, LTTE, Tamil Tigers, Tigers, World Tamil Association, World Tamil Movement, tiger, Panthera tigris"
taken,"take, occupy, use up, lead, direct, conduct, guide, get hold of, assume, acquire, adopt, take on, read, bring, convey, choose, select, pick out, accept, have, fill, consider, deal, look at, necessitate, ask, postulate, need, require, involve, call for, demand, film, shoot, remove, take away, withdraw, consume, ingest, take in, submit, strike, take up, admit, learn, study, claim, exact, make, aim, train, take aim, carry, pack, lease, rent, hire, charter, engage, subscribe, subscribe to, contain, hold, drive, contract, get, interpreted, taken"
ignore,"ignore, disregard, snub, cut, dismiss, brush aside, brush off, discount, push aside, neglect"
clowns,"clown, buffoon, goof, goofball, merry andrew, clown around, antic"
elephants,elephant
acrobats,acrobat
freedom,"freedom, exemption"
millions,"million, 1000000, one thousand thousand, meg, billion, trillion, zillion, jillion, gazillion"
prompted,"motivate, actuate, propel, move, prompt, incite, inspire, instigate, remind, cue"
hospital,"hospital, infirmary"
pointing,"indicate, point, designate, show, orient, charge, level, steer, maneuver, manoeuver, manoeuvre, direct, head, guide, channelize, channelise, bespeak, betoken, signal, luff, target, aim, place, sharpen, taper, repoint"
rehearsing,"rehearse, practise, practice"
scripts,"script, book, playscript, handwriting, hand"
brag,"brag, bragging, crow, crowing, vaporing, line-shooting, gasconade, boast, tout, swash, shoot a line, gas, blow, bluster, vaunt, boss"
polite,"polite, civilized, civilised, cultivated, cultured, genteel, civil"
uncrossed,"uncross, uncrossed"
folded,"fold, fold up, turn up, close up, close, shut down, close down, pen up"
sink,"sink, sinkhole, swallow hole, cesspool, cesspit, sump, drop, drop down, pass, lapse, settle, go down, go under, subside, dip, slump, fall off, slide down, bury"
rehearse,"rehearse, practise, practice"
tugged,"tug, labor, labour, push, drive, lug, tote"
reported,"report, describe, account, cover, reported"
stage,"phase, stage, degree, level, point, stagecoach, leg, microscope stage, present, represent, arrange"
splash,"splash, plash, stir, dab, splatter, spatter, spattering, splashing, splattering, sprinkle, splosh, squelch, squish, slosh, slop, swash, slush"
knowing,"knowing, know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, wise, wise to, intentional, knowledgeable, learned, lettered, well-educated, well-read"
rip,"rake, rakehell, profligate, rip, blood, roue, rent, snag, split, tear, riptide, tide rip, crosscurrent, countercurrent, rend, rive, pull"
appendix,"appendix, vermiform appendix, vermiform process, cecal appendage"
lines,"line, argumentation, logical argument, argument, line of reasoning, cable, transmission line, course, wrinkle, furrow, crease, crinkle, seam, pipeline, railway line, rail line, telephone line, phone line, telephone circuit, subscriber line, lineage, line of descent, descent, bloodline, blood line, blood, pedigree, ancestry, origin, parentage, stemma, stock, occupation, business, job, line of work, channel, communication channel, product line, line of products, line of merchandise, business line, line of business, agate line, credit line, line of credit, bank line, personal credit line, personal line of credit, tune, melody, air, strain, melodic line, melodic phrase, note, short letter, billet, dividing line, demarcation, contrast, production line, assembly line, run along, trace, draw, describe, delineate"
hat,"hat, chapeau, lid"
mouth,"mouth, oral cavity, oral fissure, rima oris, mouthpiece, sass, sassing, backtalk, back talk, lip, talk, speak, utter, verbalize, verbalise"
regret,"sorrow, regret, rue, ruefulness, repent"
believe,"believe, think, consider, conceive, trust"
slowly,"slowly, slow, easy, tardily, lento"
daughter,"daughter, girl"
brightly,"brilliantly, brightly, bright"
message,"message, content, subject matter, substance"
sewing,"sewing, stitching, stitchery, sew, run up, sew together, stitch, tailor, tailor-make"
news,"news, intelligence, tidings, word, news program, news show, newsworthiness"
thirty,"thirty, 30, XXX, xxx"
frowned,"frown, glower, lour, lower"
delivered,"deliver, present, hand over, fork over, fork out, fork up, turn in, render, rescue, extradite, deport, return, redeem, save, drive home, surrender, cede, give up, pitch, give birth, bear, birth, have"
march,"March, Mar, march, marching, borderland, border district, marchland, marching music, Master of Architecture, MArch, process, demonstrate, parade, exhibit, border, adjoin, edge, abut, butt, butt against, butt on"
lynched,lynch
doorknob,"doorknob, doorhandle"
concentrate,"dressed ore, concentrate, focus, center, centre, pore, rivet, centralize, centralise, digest, condense, contract, boil down, reduce, decoct"
pretended,"feign, sham, pretend, affect, dissemble, act, guess, venture, hazard, make, make believe, profess, assumed, false, fictitious, fictive, pretended, put on"
scrambled,"scramble, clamber, shin, shinny, skin, struggle, sputter, jumble, throw together, beat, scrambled"
shut,"close, shut, exclude, keep out, shut out, unopen, closed"
retitled,unavailable
retitled,
changed,"change, alter, modify, vary, switch, shift, exchange, commute, convert, interchange, transfer, deepen, changed"
ring,"ring, halo, annulus, doughnut, anchor ring, hoop, closed chain, gang, pack, mob, ringing, tintinnabulation, band, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border"
life,"life, living, animation, aliveness, lifetime, life-time, lifespan, liveliness, spirit, sprightliness, biography, life story, life history, life sentence"
animals,"animal, animate being, beast, brute, creature, fauna"
chatting,"chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver, visit"
books,"book, volume, record, record book, script, playscript, ledger, leger, account book, book of account, rule book, Koran, Quran, al-Qur'an, Book, Bible, Christian Bible, Good Book, Holy Scripture, Holy Writ, Scripture, Word of God, Word, reserve, hold"
pictures,"picture, image, icon, ikon, painting, mental picture, impression, scene, pictorial matter, movie, film, moving picture, moving-picture show, motion picture, motion-picture show, picture show, pic, flick, video, word picture, word-painting, delineation, depiction, characterization, characterisation, photograph, photo, exposure, visualize, visualise, envision, project, fancy, see, figure, depict, render, show"
seats,"seating, seats, seating room, seating area, seat, place, buttocks, nates, arse, butt, backside, bum, buns, can, fundament, hindquarters, hind end, keister, posterior, prat, rear, rear end, rump, stern, tail, tail end, tooshie, tush, bottom, behind, derriere, fanny, ass, sit, sit down, induct, invest"
velvet,"velvet, velvety, velvet-textured"
plush,"plush, lavish, lucullan, lush, plushy"
rehearsals,"rehearsal, dry run"
acorn,acorn
shopping,"shopping, shop, patronize, patronise, shop at, buy at, frequent, sponsor, browse, denounce, tell on, betray, give away, rat, grass, shit, snitch, stag"
sidewalk,"sidewalk, pavement"
tent,"tent, collapsible shelter, camp, encamp, camp out, bivouac"
